date_observed,description,comments,place_name,latitude,longitude,geoprivacy,max_depth,bottom_time,observer_name,year,abundance,presence,pres_abs,abundance_recode,wasting,location_code,num_surveys,multiple_surveys
2002-02-27T13:30:00Z,in a group,NA,Kettle Point,49.36217,-123.287,open,60,33,Donna Gibbs,2002,5,1,1,6,0,Kettle Point,1,0
2002-03-02T10:11:00Z,large,NA,wreck of the Columbia,50.133251,-125.335819,open,106,70,Andy Lamb,2002,2,1,1,3,0,wreck of the Columbia,1,0
2002-03-02T14:04:00Z,NA,NA,Whiskey Point,50.0407,-125.2226,open,67,57,Andy Lamb,2002,3,1,1,4,0,Whiskey Point,1,0
2002-03-03T07:23:00Z,"large, deep",NA,Row and Be Damned,50.0517,-125.2317,open,76,57,Andy Lamb,2002,1,1,1,2,0,Row and Be Damned,1,0
2002-03-03T13:58:00Z,shallow,NA,Steep Island,50.0806,-125.2556,open,78,56,Andy Lamb,2002,1,1,1,2,0,Steep Island,1,0
2002-03-06T10:15:00Z,NA,NA,Masterman Islands,50.753535,-127.433425,open,45,50,Donna Gibbs,2002,2,1,1,3,0,Masterman Islands,1,0
2002-03-19T15:29:00Z,NA,NA,Caulfeild Cove,49.33717,-123.24942,open,78,45,Andy Lamb,2002,2,1,1,3,0,Caulfeild Cove,1,0
2002-03-20T12:02:00Z,NA,NA,Green Point Bay,49.704,-124.076,open,81,47,Andy Lamb,2002,NA,NA,0,1,0,Green Point Bay,1,0
2002-03-21T09:45:00Z,NA,NA,"Popham Island, sponge reef",49.36025,-123.49233,open,60,48,Donna Gibbs,2002,2,1,1,3,0,"Popham Island, sponge reef",1,0
2002-03-21T11:00:00Z,NA,NA,Hermit Island,49.37183,-123.47883,open,0,15,Donna Gibbs,2002,1,1,1,2,0,Hermit Island,1,0
2002-03-22T11:00:00Z,NA,NA,Larsen Bay,49.35983,-123.28567,open,40,40,Donna Gibbs,2002,5,1,1,6,0,Larsen Bay,1,0
2002-03-23T10:54:00Z,clumping,NA,Georgeson Reef,48.84581,-123.242156,open,81,58,Andy Lamb,2002,2,1,1,3,0,Georgeson Reef,1,0
2002-04-01T11:01:00Z,NA,NA,Anderson Bay,49.512358,-124.130188,open,59,66,Andy Lamb,2002,1,1,1,2,0,Anderson Bay,1,0
2002-04-04T09:00:00Z,NA,NA,Point Atkinson,49.32967,-123.26487,open,78,35,Donna Gibbs,2002,1,1,1,2,0,Point Atkinson,1,0
2002-04-06T13:06:00Z,NA,NA,Backeddy Pub,49.7572,-123.93925,open,80,48,Charlie Gibbs,2002,2,1,1,3,0,Backeddy Pub,1,0
2002-04-08T13:20:00Z,NA,NA,Point Atkinson,49.32967,-123.26487,open,80,35,Donna Gibbs,2002,2,1,1,3,0,Point Atkinson,1,0
2002-04-10T11:30:00Z,NA,NA,White Islet,49.417528,-123.710542,open,96,50,Donna Gibbs,2002,1,1,1,2,0,White Islet,1,0
2002-04-20T11:01:00Z,NA,NA,Anderson Bay,49.512358,-124.130188,open,67,66,Andy Lamb,2002,2,1,1,3,0,Anderson Bay,1,0
2002-04-20T15:09:00Z,NA,NA,Anderson Bay,49.512358,-124.130188,open,27,58,Andy Lamb,2002,1,1,1,2,0,Anderson Bay,1,0
2002-04-22T13:06:00Z,NA,NA,Lookout Point,49.37702,-123.28948,open,41,44,Donna Gibbs,2002,6,1,1,7,0,Lookout Point,1,0
2002-04-24T12:00:00Z,NA,NA,"Popham Island, sponge reef",49.36025,-123.49233,open,20,40,Donna Gibbs,2002,NA,NA,0,1,0,"Popham Island, sponge reef",1,0
2002-05-05T16:06:00Z,NA,NA,"Cortes Bay, Three Islets",50.052631,-124.911318,open,60,39,Donna Gibbs,2002,1,1,1,2,0,"Cortes Bay, Three Islets",1,0
2002-05-05T16:12:00Z,NA,NA,Cates Park,49.30104,-122.95443,open,59,49,Andy Lamb,2002,3,1,1,4,0,Cates Park,1,0
2002-05-06T16:10:00Z,NA,NA,Norris Rocks,49.4838,-124.6476,open,102,48,Donna Gibbs,2002,2,1,1,3,0,Norris Rocks,1,0
2002-05-07T12:10:00Z,NA,NA,Jedediah Island,49.4957,-124.187,open,60,45,Donna Gibbs,2002,1,1,1,2,0,Jedediah Island,1,0
2002-05-16T13:00:00Z,NA,NA,"Popham Island, peninsula",49.35814,-123.48698,open,35,40,Donna Gibbs,2002,2,1,1,3,0,"Popham Island, peninsula",1,0
2002-05-18T10:35:00Z,NA,NA,Maud Bay,50.133251,-125.335819,open,106,55,Andy Lamb,2002,2,1,1,3,0,Maud Bay,1,0
2002-05-19T20:01:00Z,NA,NA,"Kuldekdema Island, eddy",54.789166,-130.354398,open,96,56,Andy Lamb,2002,NA,NA,0,1,0,"Kuldekdema Island, eddy",1,0
