x1,location_code_numeric,dec_lat,dec_long,location,depth,pres_abs,density_m2,totalpycnos,area,population_phase,depth_bin,event_year,date,region_full,region_shall,region_deep,source,b_time,max_depth,abundance,date_2,wasting,wasting_presence,site_ymd,n,multiple_surveys
13265,47.81532_-122.3862,47.81532,-122.3862,n/a,-10,1,0.008333333,1,120,Decline,shallow,2014,3/22/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,47.81532_-122.3862_3/22/2014,1,0
13270,47.81532_-122.3862,47.81532,-122.3862,n/a,-10,0,0,0,60,Decline,shallow,2016,3/27/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,47.81532_-122.3862_3/27/2016,1,0
13268,47.81532_-122.3862,47.81532,-122.3862,n/a,-10,0,0,0,60,Decline,shallow,2016,3/5/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,47.81532_-122.3862_3/5/2016,1,0
13276,47.81532_-122.3862,47.81532,-122.3862,n/a,-10,1,0.008333333,2,240,Decline,shallow,2014,4/5/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,47.81532_-122.3862_4/5/2014,1,0
13327,47.81532_-122.3862,47.81532,-122.3862,n/a,-10,0,0,0,60,Decline,shallow,2016,9/11/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,47.81532_-122.3862_9/11/2016,1,0
13353,48.03217_-122.7312,48.03217,-122.7312,n/a,-10,1,0.054166667,13,240,Current,shallow,2017,12/10/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.03217_-122.7312_12/10/2017,1,0
13283,48.03217_-122.7312,48.03217,-122.7312,n/a,-10,1,0.016666667,2,120,Decline,shallow,2015,5/26/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.03217_-122.7312_5/26/2015,1,0
13299,48.03217_-122.7312,48.03217,-122.7312,n/a,-10,1,0.008333333,1,120,Decline,shallow,2015,8/19/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.03217_-122.7312_8/19/2015,1,0
13346,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.011111111,2,180,Decline,shallow,2015,11/22/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.13106_-122.7599_11/22/2015,1,0
13352,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.058333333,7,120,Decline,shallow,2016,12/21/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_12/21/2016,1,0
13272,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.02,6,300,Current,shallow,2017,3/1/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_3/1/2017,1,0
13274,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.022222222,4,180,Current,shallow,2018,3/11/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_3/11/2018,1,0
13275,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.011111111,2,180,Current,shallow,2019,3/17/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_3/17/2019,1,0
13288,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.041666667,5,120,Current,shallow,2019,5/12/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_5/12/2019,1,0
13292,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.077777778,14,180,Current,shallow,2018,6/6/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_6/6/2018,1,0
13302,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.05,9,180,Current,shallow,2018,8/22/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_8/22/2018,1,0
13303,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.016666667,3,180,Current,shallow,2019,8/25/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_8/25/2019,1,0
13301,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.02,6,300,Decline,shallow,2016,8/26/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_8/26/2016,1,0
13326,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.008333333,1,120,Decline,shallow,2015,9/15/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.13106_-122.7599_9/15/2015,1,0
13328,48.13106_-122.7599,48.13106,-122.7599,n/a,-10,1,0.055555556,10,180,Current,shallow,2017,9/3/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.13106_-122.7599_9/3/2017,1,0
13253,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.008333333,1,120,Decline,shallow,2016,1/12/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_1/12/2016,2,1
13252,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.075,9,120,Decline,shallow,2015,1/26/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.14962_-122.5156_1/26/2015,2,1
13347,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.058333333,7,120,Decline,shallow,2016,11/14/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_11/14/2016,2,1
13345,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.116666667,21,180,Decline,shallow,2014,11/5/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.14962_-122.5156_11/5/2014,1,0
13354,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.016666667,3,180,Current,shallow,2017,12/11/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_12/11/2017,2,1
13261,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.033333333,4,120,Current,shallow,2017,2/13/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_2/13/2017,2,1
13277,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.15,54,360,Decline,shallow,2014,4/29/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.14962_-122.5156_4/29/2014,2,1
13280,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.025,3,120,Current,shallow,2018,4/9/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_4/9/2018,2,1
13285,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.033333333,6,180,Decline,shallow,2016,5/19/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_5/19/2016,2,1
13284,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.016666667,2,120,Decline,shallow,2015,5/28/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.14962_-122.5156_5/28/2015,2,1
13286,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.054166667,13,240,Current,shallow,2017,5/8/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_5/8/2017,2,1
13295,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.020833333,5,240,Current,shallow,2018,7/19/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_7/19/2018,2,1
13298,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.016666667,3,180,Decline,shallow,2014,8/26/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,1,48.14962_-122.5156_8/26/2014,2,1
13300,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.125,15,120,Decline,shallow,2016,8/8/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_8/8/2016,3,1
13329,48.14962_-122.5156,48.14962,-122.5156,n/a,-10,1,0.008333333,1,120,Current,shallow,2017,9/11/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciDive_AK-BC,NA,NA,NA,NA,1,0,48.14962_-122.5156_9/11/2017,2,1
44702,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.02,2,100,Historic,shallow,2000,10/1/2000,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_10/1/2000,5,1
45331,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.01,1,100,Historic,shallow,2011,10/1/2011,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_10/1/2011,5,1
45349,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,0,0,0,100,Decline,shallow,2016,10/1/2016,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,0,48.82675_-125.1986_10/1/2016,5,1
45345,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.02,2,100,Historic,shallow,2013,10/19/2013,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_10/19/2013,5,1
45320,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.02,2,100,Historic,shallow,2010,10/2/2010,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_10/2/2010,5,1
45359,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,0,0,0,100,Current,shallow,2018,10/2/2018,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,0,48.82675_-125.1986_10/2/2018,5,1
45313,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.01,1,100,Historic,shallow,2001,10/3/2001,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_10/3/2001,5,1
44710,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.02,2,100,Historic,shallow,2008,6/20/2008,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_6/20/2008,5,1
44789,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.01,1,100,Historic,shallow,2002,8/21/2002,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_8/21/2002,5,1
45289,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,0,0,0,100,Current,shallow,2017,9/16/2017,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,0,48.82675_-125.1986_9/16/2017,5,1
45152,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.02,2,100,Historic,shallow,2003,9/20/2003,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_9/20/2003,5,1
45244,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,0,0,0,100,Decline,shallow,2014,9/20/2014,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,1,48.82675_-125.1986_9/20/2014,5,1
45192,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.01,1,100,Historic,shallow,2007,9/22/2007,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_9/22/2007,5,1
45235,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.01,1,100,Historic,shallow,2012,9/22/2012,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_9/22/2012,5,1
45182,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.01,1,100,Historic,shallow,2006,9/23/2006,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_9/23/2006,5,1
45170,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.01,1,100,Historic,shallow,2005,9/24/2005,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_9/24/2005,5,1
45160,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.02,2,100,Historic,shallow,2004,9/25/2004,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_9/25/2004,5,1
45226,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,1,0.01,1,100,Historic,shallow,2009,9/26/2009,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.82675_-125.1986_9/26/2009,5,1
45269,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,0,0,0,100,Decline,shallow,2015,9/26/2015,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,1,48.82675_-125.1986_9/26/2015,5,1
45299,48.82675_-125.1986,48.82675,-125.1986,taylor islet,-10,0,0,0,100,Current,shallow,2019,9/29/2019,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,0,48.82675_-125.1986_9/29/2019,5,1
13238,48.8556333_-125.1833667,48.8556333,-125.1833667,deer group islands,-5.38988,1,0.083333333,10,120,Historic,shallow,2011,9/23/2011,British Columbia*,BritishColumbia,Canada + Puget Sound,Lee_Dive_BC,NA,NA,NA,NA,0,0,48.8556333_-125.1833667_9/23/2011,1,0
45333,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.02,2,100,Historic,shallow,2011,10/1/2011,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_10/1/2011,5,1
45354,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,0,0,0,100,Decline,shallow,2016,10/1/2016,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,0,48.85853_-125.1602_10/1/2016,5,1
45343,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2013,10/19/2013,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_10/19/2013,5,1
45322,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.02,2,100,Historic,shallow,2010,10/2/2010,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_10/2/2010,5,1
45364,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,0,0,0,100,Current,shallow,2018,10/2/2018,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,0,48.85853_-125.1602_10/2/2018,5,1
45314,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2001,10/3/2001,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_10/3/2001,5,1
44708,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2008,6/20/2008,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_6/20/2008,5,1
44792,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2002,8/21/2002,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_8/21/2002,5,1
45294,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,0,0,0,100,Current,shallow,2017,9/16/2017,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,0,48.85853_-125.1602_9/16/2017,5,1
45151,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2003,9/20/2003,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_9/20/2003,5,1
45249,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,0,0,0,100,Decline,shallow,2014,9/20/2014,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,1,1,48.85853_-125.1602_9/20/2014,5,1
45194,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2007,9/22/2007,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_9/22/2007,5,1
45236,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2012,9/22/2012,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_9/22/2012,5,1
45183,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2006,9/23/2006,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_9/23/2006,5,1
45174,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.02,2,100,Historic,shallow,2005,9/24/2005,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_9/24/2005,5,1
45163,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.02,2,100,Historic,shallow,2004,9/25/2004,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_9/25/2004,5,1
45230,48.85853_-125.1602,48.85853,-125.1602,wizard island,-10,1,0.01,1,100,Historic,shallow,2009,9/26/2009,British Columbia*,BritishColumbia,Canada + Puget Sound,Watson_Dive_Vanls,NA,NA,NA,NA,0,0,48.85853_-125.1602_9/26/2009,5,1
