date_observed,description,comments,geoprivacy,max_depth,bottom_time,year,abundance,presence,pres_abs,abundance_recode,wasting,num_surveys,multiple_surveys,geometry,region,region_numeric,lon,lat
2001-09-12T11:43:00Z,NA,NA,open,87,65,2001,3,1,1,4,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2001-09-12T14:00:00Z,NA,NA,open,84,45,2001,3,1,1,4,0,1,0,"c(-124.05929, 49.60316)",Johnstone Strait/Northern Salish Sea,3,-124.05929,49.60316
2001-09-12T15:41:00Z,NA,NA,open,72,59,2001,2,1,1,3,0,1,0,"c(-124.132806, 49.515702)",Johnstone Strait/Northern Salish Sea,3,-124.132806,49.515702
2001-09-13T11:30:00Z,NA,NA,open,90,65,2001,1,1,1,2,0,1,0,"c(-123.93908, 49.76273)",Johnstone Strait/Northern Salish Sea,3,-123.93908,49.76273
2001-09-17T19:03:00Z,NA,NA,open,71,61,2001,2,1,1,3,0,1,0,"c(-123.24942, 49.33717)",Salish Sea,5,-123.24942,49.33717
2001-10-02T10:58:00Z,NA,NA,open,80,61,2001,2,1,1,3,0,1,0,"c(-123.25255, 49.3978)",Salish Sea,5,-123.25255,49.3978
2001-10-08T08:47:00Z,NA,NA,open,79,58,2001,1,1,1,2,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2001-10-08T16:02:00Z,NA,NA,open,86,72,2001,3,1,1,4,0,1,0,"c(-123.405, 48.85167)",Salish Sea,5,-123.405,48.85167
2001-10-13T09:11:00Z,NA,NA,open,71,49,2001,2,1,1,3,0,1,0,"c(-123.20833, 48.73167)",Salish Sea,5,-123.20833,48.73167
2001-10-13T16:08:00Z,NA,NA,open,69,61,2001,3,1,1,4,0,1,0,"c(-123.189, 48.734)",Salish Sea,5,-123.189,48.734
2001-10-20T11:02:00Z,NA,NA,open,82,64,2001,2,1,1,3,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2001-10-21T10:53:00Z,NA,NA,open,115,18,2001,1,1,1,2,0,1,0,"c(-124.076, 49.704)",Johnstone Strait/Northern Salish Sea,3,-124.076,49.704
2001-10-21T14:02:00Z,NA,NA,open,67,49,2001,2,1,1,3,0,1,0,"c(-123.93908, 49.76273)",Johnstone Strait/Northern Salish Sea,3,-123.93908,49.76273
2001-10-22T10:48:00Z,NA,NA,open,117,53,2001,1,1,1,2,0,1,0,"c(-124.085439, 49.673366)",Johnstone Strait/Northern Salish Sea,3,-124.085439,49.673366
2001-11-03T10:51:00Z,NA,NA,open,93,61,2001,2,1,1,3,0,1,0,"c(-123.80347, 49.56685)",Salish Sea,5,-123.80347,49.56685
2001-11-03T14:05:00Z,NA,NA,open,52,60,2001,2,1,1,3,0,1,0,"c(-123.775658, 49.710127)",Johnstone Strait/Northern Salish Sea,3,-123.775658,49.710127
2001-11-04T10:23:00Z,NA,NA,open,98,10,2001,1,1,1,2,0,1,0,"c(-124.027652, 49.744345)",Johnstone Strait/Northern Salish Sea,3,-124.027652,49.744345
2001-11-04T11:15:00Z,NA,NA,open,72,47,2001,NA,NA,0,1,0,1,0,"c(-124.076, 49.704)",Johnstone Strait/Northern Salish Sea,3,-124.076,49.704
2001-11-17T10:32:00Z,NA,NA,open,100,60,2001,2,1,1,3,0,1,0,"c(-123.80347, 49.56685)",Salish Sea,5,-123.80347,49.56685
2001-11-18T13:20:00Z,NA,NA,open,96,48,2001,2,1,1,3,0,1,0,"c(-123.453331, 49.348331)",Salish Sea,5,-123.453331,49.348331
2001-11-21T19:49:00Z,NA,NA,open,112,47,2001,2,1,1,3,0,1,0,"c(-123.28012, 49.37897)",Salish Sea,5,-123.28012,49.37897
2001-11-23T10:39:00Z,NA,NA,open,98,8,2001,NA,NA,0,1,0,1,0,"c(-124.089, 49.648)",Johnstone Strait/Northern Salish Sea,3,-124.089,49.648
2001-11-23T12:31:00Z,NA,NA,open,82,50,2001,1,1,1,2,0,1,0,"c(-124.0646, 49.6188)",Johnstone Strait/Northern Salish Sea,3,-124.0646,49.6188
2001-11-24T10:04:00Z,NA,NA,open,98,12,2001,1,1,1,2,0,1,0,"c(-124.089, 49.648)",Johnstone Strait/Northern Salish Sea,3,-124.089,49.648
2001-11-24T11:54:00Z,NA,NA,open,45,52,2001,1,1,1,2,0,1,0,"c(-124.076, 49.704)",Johnstone Strait/Northern Salish Sea,3,-124.076,49.704
2001-11-24T15:43:00Z,NA,NA,open,73,49,2001,1,1,1,2,0,1,0,"c(-124.019472, 49.767446)",Johnstone Strait/Northern Salish Sea,3,-124.019472,49.767446
2001-11-25T11:09:00Z,NA,NA,open,74,59,2001,2,1,1,3,0,1,0,"c(-124.0646, 49.6188)",Johnstone Strait/Northern Salish Sea,3,-124.0646,49.6188
2001-11-25T14:34:00Z,NA,NA,open,73,61,2001,3,1,1,4,0,1,0,"c(-124.05929, 49.60316)",Johnstone Strait/Northern Salish Sea,3,-124.05929,49.60316
2001-12-03T15:07:00Z,NA,NA,open,114,46,2001,2,1,1,3,0,1,0,"c(-123.36059, 49.33546)",Salish Sea,5,-123.36059,49.33546
2001-12-04T14:00:00Z,NA,NA,open,90,40,2001,2,1,1,3,0,1,0,"c(-123.2765, 49.341)",Salish Sea,5,-123.2765,49.341
2001-12-07T15:34:00Z,NA,NA,open,105,49,2001,1,1,1,2,0,1,0,"c(-124.085439, 49.673366)",Johnstone Strait/Northern Salish Sea,3,-124.085439,49.673366
2001-12-09T10:54:00Z,NA,NA,open,128,46,2001,2,1,1,3,0,1,0,"c(-124.089, 49.648)",Johnstone Strait/Northern Salish Sea,3,-124.089,49.648
2001-12-09T14:06:00Z,NA,NA,open,117,49,2001,1,1,1,2,0,1,0,"c(-124.076, 49.704)",Johnstone Strait/Northern Salish Sea,3,-124.076,49.704
2001-12-19T13:00:00Z,NA,NA,open,100,48,2001,3,1,1,4,0,1,0,"c(-123.325833, 49.346944)",Salish Sea,5,-123.325833,49.346944
2001-12-19T13:02:00Z,NA,NA,open,116,31,2001,1,1,1,2,0,1,0,"c(-123.325833, 49.346944)",Salish Sea,5,-123.325833,49.346944
2001-12-19T15:32:00Z,NA,NA,open,37,15,2001,1,1,1,2,0,1,0,"c(-123.325833, 49.346944)",Salish Sea,5,-123.325833,49.346944
2001-12-23T12:26:00Z,NA,NA,open,134,45,2001,3,1,1,4,0,1,0,"c(-123.28948, 49.37702)",Salish Sea,5,-123.28948,49.37702
2001-12-23T14:55:00Z,NA,NA,open,101,51,2001,3,1,1,4,0,1,0,"c(-123.293335, 49.371666)",Salish Sea,5,-123.293335,49.371666
2001-12-29T10:21:00Z,NA,NA,open,101,11,2001,NA,NA,0,1,0,1,0,"c(-124.089, 49.648)",Johnstone Strait/Northern Salish Sea,3,-124.089,49.648
2001-12-29T11:54:00Z,NA,NA,open,45,55,2001,NA,NA,0,1,0,1,0,"c(-124.076, 49.704)",Johnstone Strait/Northern Salish Sea,3,-124.076,49.704
2001-12-29T13:44:00Z,NA,NA,open,85,43,2001,2,1,1,3,0,1,0,"c(-123.285, 48.87333)",Salish Sea,5,-123.285,48.87333
2001-12-30T11:32:00Z,NA,NA,open,61,66,2001,1,1,1,2,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2002-01-10T10:35:00Z,NA,NA,open,60,32,2002,3,1,1,4,0,1,0,"c(-123.26487, 49.32967)",Salish Sea,5,-123.26487,49.32967
2002-01-12T10:51:00Z,NA,NA,open,104,13,2002,1,1,1,2,0,1,0,"c(-124.027652, 49.744345)",Johnstone Strait/Northern Salish Sea,3,-124.027652,49.744345
2002-01-12T11:21:00Z,NA,NA,open,36,42,2002,1,1,1,2,0,1,0,"c(-124.076, 49.704)",Johnstone Strait/Northern Salish Sea,3,-124.076,49.704
2002-01-13T10:52:00Z,NA,NA,open,124,51,2002,2,1,1,3,0,1,0,"c(-124.085439, 49.673366)",Johnstone Strait/Northern Salish Sea,3,-124.085439,49.673366
2002-01-19T15:23:00Z,NA,NA,open,93,56,2002,6,1,1,7,0,1,0,"c(-122.91888, 49.34158)",Salish Sea,5,-122.91888,49.34158
2002-01-25T12:43:00Z,NA,NA,open,81,49,2002,NA,NA,0,1,0,1,0,"c(-123.325833, 49.346944)",Salish Sea,5,-123.325833,49.346944
2002-02-03T15:31:00Z,NA,NA,open,108,58,2002,5,1,1,6,0,1,0,"c(-123.29383, 49.3725)",Salish Sea,5,-123.29383,49.3725
2002-02-09T12:08:00Z,NA,NA,open,68,56,2002,1,1,1,2,0,1,0,"c(-123.93908, 49.76273)",Johnstone Strait/Northern Salish Sea,3,-123.93908,49.76273
2002-02-09T13:01:00Z,NA,NA,open,111,47,2002,1,1,1,2,0,1,0,"c(-123.29383, 49.3715)",Salish Sea,5,-123.29383,49.3715
2002-02-09T15:51:00Z,NA,NA,open,98,56,2002,1,1,1,2,0,1,0,"c(-123.93908, 49.76273)",Johnstone Strait/Northern Salish Sea,3,-123.93908,49.76273
2002-02-10T11:13:00Z,NA,NA,open,94,59,2002,2,1,1,3,0,1,0,"c(-123.93925, 49.7572)",Johnstone Strait/Northern Salish Sea,3,-123.93925,49.7572
2002-02-13T19:37:00Z,NA,NA,open,89,45,2002,3,1,1,4,0,1,0,"c(-123.29233, 49.36933)",Salish Sea,5,-123.29233,49.36933
2002-02-16T13:22:00Z,NA,NA,open,62,55,2002,1,1,1,2,0,1,0,"c(-123.285, 48.87333)",Salish Sea,5,-123.285,48.87333
2002-02-17T13:48:00Z,NA,NA,open,95,54,2002,1,1,1,2,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2002-02-20T11:30:00Z,NA,NA,open,59,40,2002,2,1,1,3,0,1,0,"c(-123.483, 49.358)",Salish Sea,5,-123.483,49.358
2002-02-20T13:30:00Z,NA,NA,open,50,30,2002,NA,NA,0,1,0,1,0,"c(-123.37591, 49.40751)",Salish Sea,5,-123.37591,49.40751
2002-02-24T10:36:00Z,NA,NA,open,116,48,2002,2,1,1,3,0,1,0,"c(-124.085439, 49.673366)",Johnstone Strait/Northern Salish Sea,3,-124.085439,49.673366
2002-02-27T12:00:00Z,NA,NA,open,55,40,2002,2,1,1,3,0,1,0,"c(-123.325833, 49.346944)",Salish Sea,5,-123.325833,49.346944
2002-02-27T13:30:00Z,NA,NA,open,60,33,2002,5,1,1,6,0,1,0,"c(-123.287, 49.36217)",Salish Sea,5,-123.287,49.36217
2002-03-02T10:11:00Z,NA,NA,open,106,70,2002,2,1,1,3,0,1,0,"c(-125.335819, 50.133251)",Johnstone Strait/Northern Salish Sea,3,-125.335819,50.133251
2002-03-02T14:04:00Z,NA,NA,open,67,57,2002,3,1,1,4,0,1,0,"c(-125.2226, 50.0407)",Johnstone Strait/Northern Salish Sea,3,-125.2226,50.0407
2002-03-03T07:23:00Z,NA,NA,open,76,57,2002,1,1,1,2,0,1,0,"c(-125.2317, 50.0517)",Johnstone Strait/Northern Salish Sea,3,-125.2317,50.0517
2002-03-03T13:58:00Z,NA,NA,open,78,56,2002,1,1,1,2,0,1,0,"c(-125.2556, 50.0806)",Johnstone Strait/Northern Salish Sea,3,-125.2556,50.0806
2002-03-06T10:15:00Z,NA,NA,open,45,50,2002,2,1,1,3,0,1,0,"c(-127.433425, 50.753535)",Johnstone Strait/Northern Salish Sea,3,-127.433425,50.753535
2002-03-19T15:29:00Z,NA,NA,open,78,45,2002,2,1,1,3,0,1,0,"c(-123.24942, 49.33717)",Salish Sea,5,-123.24942,49.33717
2002-03-20T12:02:00Z,NA,NA,open,81,47,2002,NA,NA,0,1,0,1,0,"c(-124.076, 49.704)",Johnstone Strait/Northern Salish Sea,3,-124.076,49.704
2002-03-21T09:45:00Z,NA,NA,open,60,48,2002,2,1,1,3,0,1,0,"c(-123.49233, 49.36025)",Salish Sea,5,-123.49233,49.36025
2002-03-21T11:00:00Z,NA,NA,open,0,15,2002,1,1,1,2,0,1,0,"c(-123.47883, 49.37183)",Salish Sea,5,-123.47883,49.37183
2002-03-22T11:00:00Z,NA,NA,open,40,40,2002,5,1,1,6,0,1,0,"c(-123.28567, 49.35983)",Salish Sea,5,-123.28567,49.35983
2002-03-23T10:54:00Z,NA,NA,open,81,58,2002,2,1,1,3,0,1,0,"c(-123.242156, 48.84581)",Salish Sea,5,-123.242156,48.84581
2002-04-01T11:01:00Z,NA,NA,open,59,66,2002,1,1,1,2,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2002-04-04T09:00:00Z,NA,NA,open,78,35,2002,1,1,1,2,0,1,0,"c(-123.26487, 49.32967)",Salish Sea,5,-123.26487,49.32967
2002-04-06T13:06:00Z,NA,NA,open,80,48,2002,2,1,1,3,0,1,0,"c(-123.93925, 49.7572)",Johnstone Strait/Northern Salish Sea,3,-123.93925,49.7572
2002-04-08T13:20:00Z,NA,NA,open,80,35,2002,2,1,1,3,0,1,0,"c(-123.26487, 49.32967)",Salish Sea,5,-123.26487,49.32967
2002-04-10T11:30:00Z,NA,NA,open,96,50,2002,1,1,1,2,0,1,0,"c(-123.710542, 49.417528)",Salish Sea,5,-123.710542,49.417528
2002-04-20T11:01:00Z,NA,NA,open,67,66,2002,2,1,1,3,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2002-04-20T15:09:00Z,NA,NA,open,27,58,2002,1,1,1,2,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2002-04-22T13:06:00Z,NA,NA,open,41,44,2002,6,1,1,7,0,1,0,"c(-123.28948, 49.37702)",Salish Sea,5,-123.28948,49.37702
